,category,headline,date
2039,CRIME,Colorado Shooter's Urge to Kill Could Set Him Free,2015-07-07
2040,CRIME,NY Prison Break Inmate Headed Back Behind Bars,2015-07-05
2041,CRIME,"Little Boy Among 10 Dead, 54 Wounded In Chicago Violence",2015-07-05
2042,CRIME,Man Dies Instantly After Setting Off Firework From His Head,2015-07-05
2043,CRIME,Suspect Deported 5 Times Before Alleged Murder,2015-07-04
2044,CRIME,'Oohs' And 'Ahs' Turn to Panicked Screams As Fireworks Bombard Crowd In Colorado,2015-07-04
2045,CRIME,Fatal Alligator Attack In Texas,2015-07-04
2046,CRIME,Ta-Nehisi Coates and Mayor Mitch Landrieu Talk Violence in America,2015-07-03
2047,CRIME,Veteran NFL Star Turns Self In To Face Strip Club Assault Charge,2015-07-03
2048,CRIME,Former Chemist May Have Tainted Thousands Of Criminal Cases,2015-07-03
2049,CRIME,Man Jailed On Suspicion Of Killing Parents Dies After Suicide Attempt,2015-07-03
2050,CRIME,Teen Charged With Raping 7-Year-Old Girl On School Bus,2015-07-03
2051,CRIME,Pilot Killed After Hospital Helicopter Crashes And Burns,2015-07-03
2052,CRIME,Suspected Gunman Shot Dead By Journalist Reportedly Identified,2015-07-03
2053,CRIME,"What to Watch for in the FIFA Case, Part 5: Vague Laws and Prosecutorial Discretion",2015-06-30
2054,CRIME,In Search of the Illusive Rosebud,2015-06-30
2055,CRIME,"Tunisian Murder - Causes: Radicalization, Unemployment and Corruption",2015-06-30
2056,CRIME,Survivors Guide to Earth: Police Shootings,2015-06-29
2057,CRIME,Mobster 'Whitey' Bulger Says His Life Was 'Wasted' In Letter Penned From Prison,2015-06-28
2058,CRIME,Manhunt For Escaped Prisoner Heats Up After Accomplice Killed,2015-06-27
2059,CRIME,Escaped Convict Richard Matt Killed,2015-06-26
2060,CRIME,"Escaped Murderers Could Be Headed For Canada, Authorities Say",2015-06-26
2061,CRIME,Sex With the Female Teacher... Don't Tell,2015-06-26
2062,CRIME,Hate Is a Mental Health Issue,2015-06-25
2063,CRIME,Death Penalty Foe Allegedly Brings Meat Cleaver To Tsarnaev Sentencing,2015-06-25
2064,CRIME,REPORT: Prison Employee Hid Hacksaw Blades In Frozen Hamburger Meat,2015-06-23
2065,CRIME,Report: Alleged Church Shooter Tried To Kill Himself During Attack,2015-06-21
2066,CRIME,Man Reportedly Dies Shielding Mother From Gunfire,2015-06-21
2067,CRIME,Sex Offender Freed Because Of Paperwork Mistake,2015-06-20
2068,CRIME,Prison Officer Suspended In Connection With Escaped Killers,2015-06-20
2069,CRIME,What It's Like To Spend Father's Day In Prison,2015-06-20
2070,CRIME,Racist Manifesto Purportedly Written By Dylann Roof Surfaces Online,2015-06-20
2071,CRIME,Accused Charleston Shooter Talked About Attacking College: Friend,2015-06-20
2072,CRIME,"Escaped Inmates Seen Near Pennsylvania Border, New York State Police Say",2015-06-20
2073,CRIME,Officer Kills Allegedly Armed Suspect In Boston,2015-06-19
2074,CRIME,Church Shooting Victim's Last Snapchat Included Shooter,2015-06-18
2075,CRIME,Police Release Photos Of Charleston Church Shooting Suspect,2015-06-18
2076,CRIME,Prisons Without Walls: We're All Inmates in the American Police State,2015-06-16
2077,CRIME,The Humanity of the Guilty: A Crime Survivor's Path of Forgiveness,2015-06-16
2078,CRIME,Former NFL Cheerleader Guilty Of Raping 15-Year-Old Boy,2015-06-16
2079,CRIME,"What to Watch for in the FIFA Case, Part 3: The Special Problem of the 'Cooperating' Witness",2015-06-15
2080,CRIME,Woman Who Killed Friend Over Political Dispute Learns Her Fate,2015-06-15
2081,CRIME,Prison Worker Accused Of Helping Killers Escape In Court,2015-06-15
2082,CRIME,"Cop Who Shot Flagpole-Wielding Attacker Appears Justified, Chief Says",2015-06-15
2083,CRIME,"Man Fatally Shot Ice Cream Truck Driver In Front Of Children, Police Say",2015-06-14
2084,CRIME,Several Injured By Accidental Gunfire At Waldorf Astoria Wedding Party,2015-06-14
2085,CRIME,Dallas Shooting Suspect Confirmed Dead: Police,2015-06-13
2086,CRIME,Dallas Shooting Suspect Confirmed Dead: Police,2015-06-13
2087,CRIME,Officer Who Shot Tamir Rice: 'He Gave Me No Choice',2015-06-13
2088,CRIME,Barber Who Slashed Customer's Throat Heads To Prison,2015-06-12
2089,CRIME,Man Accused Of Killing NYPD Officer Pleads Not Guilty,2015-06-11
2090,CRIME,Judge Finds Probable Cause To Charge Cop Who Killed Tamir Rice With Murder,2015-06-11
2091,CRIME,4-Year-Old Driving Car Runs Over Toddler At Day Care,2015-06-11
2092,CRIME,Bus Driver Who Killed 3 While Texting Was 'As Childish As The Children He Was Transporting',2015-06-10
2093,CRIME,Missouri Inmate Executed Despite Last-Minute Pleas For Clemency,2015-06-10
2094,CRIME,Even Anti-Choice Advocates Doubtful Of Murder Charge In Abortion Pill Case,2015-06-10
2095,CRIME,Amtrak Engineer Was Not Using Cell Phone During Philadelphia Crash: NTSB Report,2015-06-10
2096,CRIME,"Bounce House Blows Away, Killing 3-Year-Old Girl In China (Graphic Video)",2015-06-10
2097,CRIME,Prison Reform in Maine State Prison,2015-06-09
2098,CRIME,"Teen Who Filmed Texas Pool Party Cop: 'When He Pulled His Gun, My Heart Dropped'",2015-06-09
2099,CRIME,If I Could Talk to Kalief Browder,2015-06-09
2100,CRIME,Court Temporarily Blocks Release Of 'Angola 3' Inmate,2015-06-09
2101,CRIME,Video Sparks Investigation Into California Cops Who Beat Suspect,2015-06-09
2102,CRIME,Manhunt Underway For 2 Murderers Who Escaped NY Prison,2015-06-07
2103,CRIME,Report: Officers Justified In Fatal Shooting Of Ezell Ford,2015-06-06
2104,CRIME,Report: LAPD Clears Officers In Fatal Shooting Of Ezell Ford,2015-06-06
2105,CRIME,Sharp-Eyed California Bus Driver Saves Boy Kidnapped From Library,2015-06-06
2106,CRIME,Farmer's Wife Accused Of Murder After Body Found In Pile Of Manure,2015-06-05
2107,CRIME,Death Of College Student Who Died In Custody Ruled Homicide,2015-06-05
2108,CRIME,Missing Alaska Family Died In Murder-Suicide: Police,2015-06-04
2109,CRIME,"Corrupt Execs, Corporate Accountability and Human Rights: Untangling the Net Around Corporate Criminal Prosecutions",2015-06-04
2110,CRIME,How One California City Pays Its Most Violent Offenders To Stay Out Of Trouble,2015-06-04
2111,CRIME,5 Ways the IRS Scammers Could Have Stolen All Those Tax Returns,2015-06-04
2112,CRIME,Jail Riot Sparks At Least One Stabbing,2015-06-03
2113,CRIME,Cop Allegedly Swipes Dead Man's Credit Card To Buy Diamond Ring,2015-06-03
2114,CRIME,Boston Men Involved In Terror Probe Allegedly Planned To Behead Cop,2015-06-03
2115,CRIME,When Mothers Kill,2015-06-02
2116,CRIME,Innocent Bystanders: How Inept Attorneys Enable Wrongful Convictions,2015-06-02
2117,CRIME,CEO Offers Hope to Formerly Incarcerated,2015-06-02
2118,CRIME,Let's Get Real: Prison Is No Place for Elitism,2015-06-01
2119,CRIME,"Elizabeth Smart Gave Birth To Baby Girl, Father Says",2015-05-31
2120,CRIME,Prosecutor Faults Judge After Cop Acquitted In Death Of 2 Unarmed Suspects,2015-05-31
2121,CRIME,Prospects Improve For Pit Bull Whose Mouth Was Taped Shut,2015-05-30
2122,CRIME,Teacher Allegedly Shares Nude Photos Of Her Boob Job With Students,2015-05-30
2123,CRIME,Catholic Priest Convicted Of Sexually Assaulting Woman On Plane,2015-05-30
2124,CRIME,Mom Gets 18 Years For Poisoning Son Who Had Autism,2015-05-28
2125,CRIME,Watch A Self-Described 'Despicable' Pet-Care Company Owner Kick Dog In Elevator,2015-05-28
2126,CRIME,Depraved Hearts?,2015-05-27
2127,CRIME,Want to Know How to Recruit a Terrorist? Just Ask a Gangster . . .,2015-05-27
2128,CRIME,Stepmom Says Teen Charged With Father's Murder 'Always Wanted To Kill' Him,2015-05-27
2129,CRIME,Accused 'Kayak Killer' Pushed Paddle Away From Drowning Fiance: Prosecutor,2015-05-27
2130,CRIME,Body Found Near Where Kayaker Went Missing,2015-05-24
2131,CRIME,Cop Shot Dead In His Patrol Car,2015-05-24
2132,CRIME,Courthouse Evacuated After Armed Man Reported,2015-05-24
2133,CRIME,Man Accused Of Keeping Woman In Crate Killed By Cops,2015-05-23
2134,CRIME,Judge Dismisses Domestic Violence Charges Against Ray Rice; Now What?,2015-05-22
2135,CRIME,Real Criminal Justice Reform Requires Listening to Those Most Commonly Impacted by Crime,2015-05-22
2136,CRIME,"Hyper-Masculinity, Twin Peaks, & Gendered Violence",2015-05-22
2137,CRIME,Elderly Woman Fires At Police Robot In Hours-Long Stand-Off: Cops,2015-05-22
2138,CRIME,New Video Evidence Emerges In Waco Biker Shooting,2015-05-21
2139,CRIME,5 Identity Theft Facts That Will Terrify You,2015-05-21
2140,CRIME,Woman 'Devastated' By Charge She Killed Fiance While Kayaking,2015-05-21
2141,CRIME,Waco Biker Gang Members Surrender After Release On Low Bond,2015-05-20
2142,CRIME,Cops Want Bikers Off Streets After Waco Shooting,2015-05-19
2143,CRIME,State Sanctioned Murder:  A Good Man's Opinion,2015-05-19
2144,CRIME,A Famous Hacker On What It Is Like Being Pursued by the FBI,2015-05-19
2145,CRIME,UPDATE: 2 Marines Dead After Military Aircraft Crashes At Bellows Air Force Station In Hawaii,2015-05-17
2146,CRIME,Multiple Deaths Reported In Biker Gang Shootout In Texas,2015-05-17
2147,CRIME,Why Tsarnaev May Never Make It To The Death Chamber,2015-05-16
2148,CRIME,The Man Who Shot At George Zimmerman Has Been Released On Bond,2015-05-16
2149,CRIME,Understanding Criminogenic Behavior Among Juveniles,2015-05-14
2150,CRIME,Family Wants Officer Recognized As Boston Marathon Bombers' 5th Victim,2015-05-13
2151,CRIME,Holmes' Lawyers Object To Testimony That's Too 'Upsetting',2015-05-11
2152,CRIME,3 Suspects Arrested In Fatal Shooting Of 2 Cops,2015-05-10
2153,CRIME,"Mississippi Police Officers Shot And Killed, Suspect Steals Patrol Car",2015-05-10
2154,CRIME,Cop Caught On Video Attacking Bystanders Charged With Civil Rights Violations (GRAPHIC),2015-05-09
2155,CRIME,Colorado Mom Sentenced For Beating Wrongly Accused Man To Death,2015-05-09
2156,CRIME,Dad Admits Killing Family On Facebook: 'Now My Family Is Pain Free',2015-05-09
2157,CRIME,Thousands Gather To Mourn At Slain NYPD Officer's Funeral,2015-05-08
2158,CRIME,"In a Cop Culture, the Bill of Rights Doesn't Amount to Much",2015-05-07
2159,CRIME,Sheriff Charged In Real Estate Agent's Shooting Was 'Practicing Police Tactics',2015-05-07
2160,CRIME,"Millions In Cocaine Delivered To German Grocery Stores, Plus Bananas",2015-05-06
2161,CRIME,Prison Escapee Caught In Florida After 56 Years On The Run,2015-05-05
2162,CRIME,Man Who Allegedly Shot NYPD Cop In Face Charged With Attempted Murder,2015-05-03
2163,CRIME,Teacher: 'I Still Love' Tsarnaev After Bombing,2015-05-03
2164,CRIME,Exclusive Look Inside The Baltimore Police Investigation Into Freddie Gray's Death,2015-05-03
2165,CRIME,Carjacker Gets 80 Years For Wild Crime Spree Caught On Live TV,2015-05-02
2166,CRIME,"Fire Captain Charged In Cold-Case Murders Of Ex-Wife, Mom, Friend",2015-05-02
2167,CRIME,Insane Or Evil? Trial Fills In Details Of Colorado Movie Gunman,2015-05-02
2168,CRIME,NYPD Sergeant Shot In The Face While On Duty In Queens,2015-05-02
2169,CRIME,Arizona 2-Year-Old 'Lucky To Be Alive' After Shooting Himself In Face: Police,2015-05-02
2170,CRIME,"Father-Son Duo Accused Of Stealing $72,000 In Health And Beauty Aids",2015-05-02
2171,CRIME,Officers Injured As Seattle Protests Turn Violent,2015-05-02
2172,CRIME,Police Van Passenger Denies Freddie Gray Hurt Himself,2015-05-01
2173,CRIME,Prisoner In Van Said Freddie Gray Was ‘Banging Against The Walls' During Ride,2015-04-30
2174,CRIME,Son Of 'Mother Of The Year' Explains His Scolding During Baltimore Riots,2015-04-30
2175,CRIME,Killing Tsarnaev Part Two: 'Friends' of Jahar Rally to Save His Life,2015-04-29
2176,CRIME,McDonald's Employee Knocks Rowdy Customer Unconscious On Camera,2015-04-29
2177,CRIME,What's Happening In Baltimore Didn't Just Start With Freddie Gray,2015-04-28
2178,CRIME,Army Soldier's Lover Allegedly Stabbed His Wife To Death: FBI,2015-04-28
2179,CRIME,Police Throw Rocks Back At Protesters In Baltimore,2015-04-28
2180,CRIME,Hero Teacher Stops High School Shooter In Washington State,2015-04-27
2181,CRIME,Mom Turns In Son After Recognizing Photos In Brutal Sex Assault,2015-04-26
2182,CRIME,Plainclothes New York City Police Detectives Shoot And Kill Suspected Robber In Manhattan,2015-04-26
2183,CRIME,"Where Tsarnaev Relatives Go In Boston, Media Will Follow",2015-04-26
2184,CRIME,Police Find Body Of Missing Indiana University Student,2015-04-25
2185,CRIME,The 45-minute Mystery Of Freddie Gray's Death,2015-04-25
2186,CRIME,Jail Bans Use Of Tasers After Shackled Woman's Controversial Death,2015-04-25
2187,CRIME,Tragic: Dog Dragged 4 Miles Along Highway Before Being Thrown In Ditch (GRAPHIC),2015-04-24
2188,CRIME,An Open Letter to Seth Rogen,2015-04-24
2189,CRIME,When You're the Witness With the Secret Video,2015-04-23
2190,CRIME,Dallas County To Start Confiscating Guns From Domestic Abusers,2015-04-22
2191,CRIME,Police Recover Body Of ESPN Writer's Missing Son,2015-04-21
2192,CRIME,FBI Unit Gave Flawed Testimony Against Defendants In Almost All Trials Before 2000,2015-04-19
2193,CRIME,"Drive-By Shooters Open Fire On Car, Killing Toddler",2015-04-19
2194,CRIME,Training Records Released For Tulsa Reserve Deputy Who Shot Unarmed Man,2015-04-19
2195,CRIME,Survivors Gather In Solidarity At Oklahoma City Bombing's 20th Anniversary,2015-04-19
2196,CRIME,Boston Marathon Bombing Jury To Decide Life Or Death For Tsarnaev,2015-04-19
2197,CRIME,Killer High On Crack Gets 100 Years For Strangling Teacher,2015-04-18
2198,CRIME,Man Carrying Knife And Bible Fatally Shot By St. Louis County Police,2015-04-18
2199,CRIME,Should the Police Be Armed?,2015-04-17
2200,CRIME,Mercy Over Vengeance for Dzhokhar Tsarnaev,2015-04-16
2201,CRIME,'Belly Rub' The Cat Shot By Neighbor Out Of Fear Of Fleas: Cops,2015-04-15
2202,CRIME,"Aaron Hernandez, Ex-Patriots Star, Convicted Of Murder",2015-04-15
2203,CRIME,25 Years To Life For Man Who Killed Family In Crash,2015-04-14
2204,CRIME,Cop Who 'Loves Playing With Dead Bodies' Tickled Deceased Suspect: Police,2015-04-14
2205,CRIME,Suspect Arrested In Deadly College Shooting,2015-04-14
2206,CRIME,Educator Cuts Deal In Teacher Cheating Scandal,2015-04-14
2207,CRIME,1 Dead In Accident At Disney World Racing Attraction,2015-04-13
2208,CRIME,Wrongfully Convicted Man Reflects On 30 Years Behind Bars,2015-04-13
2209,CRIME,Cop In Walter Scott Shooting Reportedly Heard Laughing Afterward,2015-04-13
2210,CRIME,Thousands Of Fatal Shootings By Police. Only 54 Officers Charged.,2015-04-12
2211,CRIME,Video Released Of Deputy Accidentally Shooting Suspect He Meant To Taser,2015-04-12
2212,CRIME,Mentally Ill Inmate In Taser Death Was Fully Restrained,2015-04-12
2213,CRIME,Men Cleared Of Murder After Decades In Prison To Get $1.6 Million,2015-04-11
2214,CRIME,Remains Identified As Missing Virginia Teen,2015-04-11
2215,CRIME,Sheriff Suspends 10 Officers Over Beating Of Man On Horse,2015-04-11
2216,CRIME,Texas Executes First Inmate With New Batch Of Drugs,2015-04-10
2217,CRIME,NYPD Detective Caught On Video Allegedly Stealing Money During Raid,2015-04-10
2218,CRIME,"RAW VIDEO: Man Threatens Parents, Children With Running Chainsaw",2015-04-08
2219,CRIME,CAUGHT ON CAMERA: Suspect Bird-Naps Peacock,2015-04-08
2220,CRIME,Demographics Of Murder Suspect's Police Department Tell Familiar Story,2015-04-08
2221,CRIME,Tsarnaev Convicted Of Boston Marathon Bombing,2015-04-08
2222,CRIME,"Forgiving Bad, Old Men",2015-04-08
2223,CRIME,Defense Looking For Jury's Decision In Boston Bombing Case,2015-04-08
2224,CRIME,Teen Attacks Paramedic Who Stopped Ambulance Sex Session,2015-04-07
2225,CRIME,Death Penalty Sought For Man Accused Of Killing 6 In Fire,2015-04-07
2226,CRIME,Can You Fight Off a Police Dog?,2015-04-06
2227,CRIME,"Judge Gives Teacher Who Had Sex With Student 30 Days, Calls Her 'Dangling Candy'",2015-04-05
2228,CRIME,Escaped Killer Captured,2015-04-04
2229,CRIME,Man Exonerated After 30 Years On Death Row,2015-04-03
2230,CRIME,Texas Prisoners Still Face Deadly Heat: Report,2015-04-03
2231,CRIME,Ex-Death Row Prosecutor: 'We Still Deal In The Politics Of Blood',2015-04-02
2232,CRIME,Phony Service Dogs,2015-04-01
2233,CRIME,Uber Driver Alllegedly Tried Burglarizing Passenger After Drop-Off,2015-03-31
2234,CRIME,"Teen Found In Suitcase Died From Overdose, Coroner Says",2015-03-31
2235,CRIME,Criminal Justice - There's an App for That,2015-03-31
2236,CRIME,Bodies Recovered At Scene Of New York City Building Explosion,2015-03-29
2237,CRIME,Man Missing After Explosion Was Saving Up To Return To Home Country,2015-03-29
2238,CRIME,Good News For Officer Shot In Face During Stop,2015-03-29
2239,CRIME,"Los Angeles Train Hits Car On Tracks And Derails, 21 Hurt",2015-03-28
2240,CRIME,New York City's East Village Smolders Morning After Building Explosion (PHOTOS),2015-03-27
2241,CRIME,Alabama Officer Indicted For Allegedly Slamming Indian Man To The Ground,2015-03-27
2242,CRIME,Bank Customer Holds Would-Be Bank Robber At Gunpoint,2015-03-27
2243,CRIME,Lessons of Ferguson: For the Good of Law Enforcement,2015-03-26
2244,CRIME,"Children's Bodies Found In Freezer, Mother Arrested",2015-03-25
2245,CRIME,Father Accused Of Blowing Pot Smoke In Infant's Mouth,2015-03-25
2246,CRIME,Driver Arrested For Allegedly Injuring Policeman While Having Seizure,2015-03-25
2247,CRIME,"Father Drowned Family In Murder-Suicide, Police Say",2015-03-25
2248,CRIME,The Call For A National Crime And Justice Task Force,2015-03-25
2249,CRIME,Man Jailed for Swearing During 911 Call: The Sad Saga of Boyd Green and a Senseless Arrest,2015-03-24
2250,CRIME,Police Raid Pot Club Of Reporter Who Quit Her Job On TV,2015-03-23
2251,CRIME,Domestic Murder and Murder-Suicide: It's Not About the Relationship,2015-03-22
2252,CRIME,Florida Cops: 'We Are Coming To Drink All Your Beer And Kill N-----s',2015-03-22
2253,CRIME,"'8 On 8' Brawl Ends In Officer Shot, Suspect Killed",2015-03-22
2254,CRIME,Body Found In Barrel Near City Hall,2015-03-22
2255,CRIME,HUGE Amount Of Cocaine Seized By U.S.,2015-03-21
2256,CRIME,"Mom Allegedly Murders Her Children, Stands Outside With A Knife",2015-03-21
2257,CRIME,Man  Admits To Hit-And-Run That Killed 3 13-Year-Olds,2015-03-21
2258,CRIME,Thousands Of Crime Victims Get Worrying Notices About Perpetrators,2015-03-21
2259,CRIME,Alleged New Orleans Airport Attacker Dies In Hospital,2015-03-21
2260,CRIME,Documents: Woman Admits Cutting Fetus From Stranger's Womb,2015-03-21
